date,city,usd_sos_rate,daily_change_percent,market_type,source,rate_ma7,rate_ma30
2024-05-31,Mogadishu,579.6,-0.107,black/official,Black Market,582.4871428571429,578.6853333333332
2024-06-01,Mogadishu,580.28,0.042,black/official,Black Market,581.6842857142857,578.821
2024-06-02,Mogadishu,583.72,0.365,black/official,Black Market,581.6957142857143,579.1603333333333
2024-06-03,Mogadishu,583.75,0.115,black/official,Black Market,581.5985714285714,579.5646666666667
2024-06-04,Mogadishu,585.31,0.04,black/official,Black Market,582.2514285714286,579.9413333333334
2024-06-05,Mogadishu,590.93,0.703,black/official,Black Market,583.5957142857143,580.503
2024-06-06,Mogadishu,588.67,-0.345,black/official,Black Market,584.6085714285715,580.9269999999999
2024-06-07,Mogadishu,591.13,0.219,black/official,Black Market,586.2557142857142,581.5693333333334
2024-06-08,Mogadishu,589.97,-0.146,black/official,Black Market,587.64,582.1783333333334
2024-06-09,Mogadishu,590.6,0.36,black/official,Black Market,588.6228571428571,582.7456666666666
2024-06-10,Mogadishu,592.26,0.301,black/official,Black Market,589.8385714285714,583.3883333333332
2024-06-11,Mogadishu,595.34,0.508,black/official,Black Market,591.2714285714285,584.1353333333333
2024-06-12,Mogadishu,597.58,0.33,black/official,Black Market,592.2214285714286,584.9213333333333
2024-06-13,Mogadishu,594.14,-0.57,black/official,Black Market,593.0028571428572,585.5579999999999
2024-06-14,Mogadishu,594.47,-0.001,black/official,Black Market,593.4799999999999,586.1730000000001
2024-06-15,Mogadishu,592.44,-0.438,black/official,Black Market,593.8328571428572,586.7353333333333
2024-06-16,Mogadishu,590.65,-0.371,black/official,Black Market,593.84,587.0746666666668
2024-06-17,Mogadishu,591.35,-0.021,black/official,Black Market,593.71,587.315
2024-06-18,Mogadishu,590.05,-0.151,black/official,Black Market,592.9542857142858,587.4916666666667
2024-06-19,Mogadishu,588.32,-0.179,black/official,Black Market,591.6314285714286,587.6833333333333
2024-06-20,Mogadishu,585.3,-0.487,black/official,Black Market,590.3685714285714,587.7566666666667
2024-06-21,Mogadishu,589.26,0.672,black/official,Black Market,589.6242857142857,587.8856666666667
2024-06-22,Mogadishu,591.32,0.175,black/official,Black Market,589.4642857142857,588.0176666666666
2024-06-23,Mogadishu,590.91,-0.037,black/official,Black Market,589.5014285714286,588.172
2024-06-24,Mogadishu,589.94,-0.248,black/official,Black Market,589.3,588.3066666666667
2024-06-25,Mogadishu,587.44,-0.093,black/official,Black Market,588.9271428571428,588.4333333333333
2024-06-26,Mogadishu,584.32,-0.213,black/official,Black Market,588.3557142857143,588.4296666666667
2024-06-27,Mogadishu,585.75,0.198,black/official,Black Market,588.4200000000001,588.5966666666667
2024-06-28,Mogadishu,583.87,-0.331,black/official,Black Market,587.65,588.675
2024-06-29,Mogadishu,580.84,-0.549,black/official,Black Market,586.1528571428572,588.6503333333333
2024-06-30,Mogadishu,580.43,-0.064,black/official,Black Market,584.6557142857143,588.678
2024-07-01,Mogadishu,578.22,-0.222,black/official,Black Market,582.9814285714285,588.6093333333333
2024-07-02,Mogadishu,579.43,0.076,black/official,Black Market,581.8371428571428,588.4663333333334
2024-07-03,Mogadishu,580.68,-0.002,black/official,Black Market,581.3171428571429,588.364
2024-07-04,Mogadishu,586.29,0.817,black/official,Black Market,581.3942857142857,588.3966666666666
2024-07-05,Mogadishu,584.06,-0.353,black/official,Black Market,581.4214285714286,588.1676666666666
2024-07-06,Mogadishu,585.74,0.48,black/official,Black Market,582.1214285714285,588.07
2024-07-07,Mogadishu,583.43,-0.476,black/official,Black Market,582.55,587.8133333333334
2024-07-08,Mogadishu,581.98,-0.156,black/official,Black Market,583.0871428571428,587.547
2024-07-09,Mogadishu,580.07,-0.203,black/official,Black Market,583.1785714285713,587.196
2024-07-10,Mogadishu,575.65,-0.861,black/official,Black Market,582.4599999999999,586.6423333333333
2024-07-11,Mogadishu,574.4,-0.082,black/official,Black Market,580.7614285714286,585.9443333333334
2024-07-12,Mogadishu,575.11,0.083,black/official,Black Market,579.4828571428571,585.1953333333333
2024-07-13,Mogadishu,575.29,0.175,black/official,Black Market,577.99,584.5670000000001
2024-07-14,Mogadishu,580.75,0.709,black/official,Black Market,577.6071428571429,584.1096666666667
2024-07-15,Mogadishu,579.92,-0.227,black/official,Black Market,577.3128571428572,583.6923333333333
2024-07-16,Mogadishu,578.15,0.098,black/official,Black Market,577.0385714285715,583.2756666666667
2024-07-17,Mogadishu,577.9,0.091,black/official,Black Market,577.36,582.8273333333333
2024-07-18,Mogadishu,575.86,-0.393,black/official,Black Market,577.5685714285713,582.3543333333333
2024-07-19,Mogadishu,574.59,-0.226,black/official,Black Market,577.4942857142858,581.8966666666668
2024-07-20,Mogadishu,574.04,-0.208,black/official,Black Market,577.3157142857143,581.5213333333334
2024-07-21,Mogadishu,576.33,0.185,black/official,Black Market,576.6842857142857,581.0903333333333
2024-07-22,Mogadishu,571.91,-0.614,black/official,Black Market,575.5400000000001,580.4433333333333
2024-07-23,Mogadishu,572.14,0.131,black/official,Black Market,574.6814285714286,579.8176666666666
2024-07-24,Mogadishu,574.46,0.171,black/official,Black Market,574.1899999999999,579.3016666666666
2024-07-25,Mogadishu,574.79,0.118,black/official,Black Market,574.0371428571428,578.88
2024-07-26,Mogadishu,573.89,-0.11,black/official,Black Market,573.9371428571428,578.5323333333333
2024-07-27,Mogadishu,576.23,0.102,black/official,Black Market,574.25,578.215
2024-07-28,Mogadishu,576.5,-0.093,black/official,Black Market,574.2742857142857,577.9693333333333
2024-07-29,Mogadishu,571.57,-0.707,black/official,Black Market,574.2257142857143,577.6603333333334
2024-07-30,Mogadishu,572.96,0.369,black/official,Black Market,574.3428571428572,577.4113333333333
2024-07-31,Mogadishu,573.43,0.115,black/official,Black Market,574.1957142857143,577.2516666666667
2024-08-01,Mogadishu,575.29,0.312,black/official,Black Market,574.2671428571429,577.1136666666666
2024-08-02,Mogadishu,573.31,-0.512,black/official,Black Market,574.1842857142857,576.8679999999999
2024-08-03,Mogadishu,575.39,0.178,black/official,Black Market,574.0642857142857,576.5046666666668
2024-08-04,Mogadishu,575.97,0.064,black/official,Black Market,573.9885714285714,576.235
2024-08-05,Mogadishu,573.09,-0.379,black/official,Black Market,574.2057142857143,575.8133333333333
2024-08-06,Mogadishu,572.83,0.026,black/official,Black Market,574.1871428571428,575.4599999999999
2024-08-07,Mogadishu,572.84,-0.12,black/official,Black Market,574.1028571428571,575.1553333333334
2024-08-08,Mogadishu,571.47,-0.093,black/official,Black Market,573.5571428571428,574.8686666666666
2024-08-09,Mogadishu,570.15,-0.149,black/official,Black Market,573.1057142857143,574.6853333333333
2024-08-10,Mogadishu,573.04,0.305,black/official,Black Market,572.7700000000001,574.64
2024-08-11,Mogadishu,570.02,-0.569,black/official,Black Market,571.92,574.4703333333333
2024-08-12,Mogadishu,567.73,-0.622,black/official,Black Market,571.1542857142857,574.2183333333334
2024-08-13,Mogadishu,570.34,0.064,black/official,Black Market,570.7985714285714,573.8713333333333
2024-08-14,Mogadishu,571.18,0.039,black/official,Black Market,570.5614285714286,573.58
2024-08-15,Mogadishu,571.99,0.077,black/official,Black Market,570.6357142857142,573.3746666666666
2024-08-16,Mogadishu,576.9,0.658,black/official,Black Market,571.6,573.3413333333334
2024-08-17,Mogadishu,577.35,0.065,black/official,Black Market,572.2157142857143,573.391
2024-08-18,Mogadishu,575.27,-0.342,black/official,Black Market,572.9657142857143,573.4136666666667
2024-08-19,Mogadishu,580.79,0.883,black/official,Black Market,574.8314285714285,573.6386666666666
2024-08-20,Mogadishu,580.11,-0.054,black/official,Black Market,576.2271428571428,573.7646666666667
2024-08-21,Mogadishu,579.85,0.296,black/official,Black Market,577.4657142857143,574.0293333333334
2024-08-22,Mogadishu,576.17,-0.445,black/official,Black Market,578.0628571428572,574.1636666666667
2024-08-23,Mogadishu,572.94,-0.521,black/official,Black Market,577.4971428571429,574.1129999999999
2024-08-24,Mogadishu,572.22,-0.085,black/official,Black Market,576.7642857142857,574.0273333333333
2024-08-25,Mogadishu,573.69,0.282,black/official,Black Market,576.5385714285715,574.0206666666667
2024-08-26,Mogadishu,578.35,0.644,black/official,Black Market,576.19,574.0913333333333
2024-08-27,Mogadishu,576.76,-0.351,black/official,Black Market,575.7114285714287,574.1
2024-08-28,Mogadishu,575.28,-0.092,black/official,Black Market,575.0585714285714,574.2236666666666
2024-08-29,Mogadishu,575.41,0.001,black/official,Black Market,574.95,574.3053333333334
2024-08-30,Mogadishu,575.42,0.006,black/official,Black Market,575.3042857142857,574.3716666666667
2024-08-31,Mogadishu,575.33,-0.039,black/official,Black Market,575.7485714285714,574.3729999999999
2024-09-01,Mogadishu,574.8,-0.01,black/official,Black Market,575.9071428571428,574.4226666666667
2024-09-02,Mogadishu,575.32,0.486,black/official,Black Market,575.4742857142857,574.4203333333332
2024-09-03,Mogadishu,576.05,0.436,black/official,Black Market,575.3728571428571,574.4230000000001
2024-09-04,Mogadishu,576.41,0.102,black/official,Black Market,575.5342857142857,574.5336666666667
2024-09-05,Mogadishu,572.93,-0.488,black/official,Black Market,575.1800000000001,574.537
2024-09-06,Mogadishu,572.15,-0.125,black/official,Black Market,574.7128571428572,574.5139999999999
2024-09-07,Mogadishu,575.1,0.327,black/official,Black Market,574.6800000000001,574.6350000000001
2024-09-08,Mogadishu,573.08,-0.244,black/official,Black Market,574.4342857142857,574.7326666666667
2024-09-09,Mogadishu,572.44,-0.182,black/official,Black Market,574.0228571428572,574.7126666666666
2024-09-10,Mogadishu,571.55,-0.122,black/official,Black Market,573.38,574.7636666666666
2024-09-11,Mogadishu,573.35,0.25,black/official,Black Market,572.9428571428572,574.9509999999999
2024-09-12,Mogadishu,575.79,0.576,black/official,Black Market,573.3514285714285,575.1326666666666
2024-09-13,Mogadishu,576.71,0.207,black/official,Black Market,574.0028571428572,575.3169999999999
2024-09-14,Mogadishu,574.87,-0.577,black/official,Black Market,573.97,575.413
2024-09-15,Mogadishu,574.72,-0.181,black/official,Black Market,574.2042857142857,575.3403333333333
2024-09-16,Mogadishu,575.86,0.46,black/official,Black Market,574.6928571428572,575.2906666666667
2024-09-17,Mogadishu,574.79,-0.443,black/official,Black Market,575.1557142857143,575.2746666666667
2024-09-18,Mogadishu,570.82,-0.61,black/official,Black Market,574.7942857142857,574.9423333333333
2024-09-19,Mogadishu,570.07,-0.19,black/official,Black Market,573.9771428571429,574.6076666666667
2024-09-20,Mogadishu,571.99,0.342,black/official,Black Market,573.3028571428572,574.3456666666666
2024-09-21,Mogadishu,571.21,-0.126,black/official,Black Market,572.78,574.1803333333334
2024-09-22,Mogadishu,576.09,0.755,black/official,Black Market,572.9757142857144,574.2853333333334
2024-09-23,Mogadishu,576.28,0.06,black/official,Black Market,573.0357142857143,574.4206666666666
2024-09-24,Mogadishu,573.79,-0.446,black/official,Black Market,572.8928571428571,574.4240000000001
2024-09-25,Mogadishu,573.35,0.069,black/official,Black Market,573.2542857142856,574.2573333333333
2024-09-26,Mogadishu,577.97,0.7,black/official,Black Market,574.3828571428572,574.2976666666667
2024-09-27,Mogadishu,579.32,0.09,black/official,Black Market,575.4300000000001,574.4323333333334
2024-09-28,Mogadishu,577.75,-0.345,black/official,Black Market,576.3642857142858,574.5103333333334
2024-09-29,Mogadishu,572.98,-0.637,black/official,Black Market,575.92,574.429
2024-09-30,Mogadishu,572.45,-0.12,black/official,Black Market,575.3728571428571,574.3330000000001
2024-10-01,Mogadishu,570.03,-0.213,black/official,Black Market,574.8357142857143,574.1740000000001
2024-10-02,Mogadishu,571.96,0.472,black/official,Black Market,574.6371428571429,574.062
2024-10-03,Mogadishu,572.3,-0.33,black/official,Black Market,573.8271428571428,573.937
2024-10-04,Mogadishu,572.65,0.034,black/official,Black Market,572.8742857142857,573.8116666666666
2024-10-05,Mogadishu,571.6,-0.2,black/official,Black Market,571.9957142857143,573.7673333333333
2024-10-06,Mogadishu,569.06,-0.589,black/official,Black Market,571.4357142857142,573.6643333333334
2024-10-07,Mogadishu,570.5,-0.011,black/official,Black Market,571.1571428571428,573.511
2024-10-08,Mogadishu,567.04,-0.545,black/official,Black Market,570.7299999999999,573.3096666666667
2024-10-09,Mogadishu,569.13,0.224,black/official,Black Market,570.3257142857143,573.1993333333335
2024-10-10,Mogadishu,566.58,-0.617,black/official,Black Market,569.5085714285714,573.0336666666666
2024-10-11,Mogadishu,566.96,-0.025,black/official,Black Market,568.6957142857143,572.8206666666666
2024-10-12,Mogadishu,569.19,0.377,black/official,Black Market,568.3514285714285,572.6006666666667
2024-10-13,Mogadishu,571.23,0.198,black/official,Black Market,568.6614285714286,572.418
2024-10-14,Mogadishu,570.86,-0.158,black/official,Black Market,568.7128571428572,572.2843333333334
2024-10-15,Mogadishu,571.9,0.152,black/official,Black Market,569.407142857143,572.1903333333333
2024-10-16,Mogadishu,573.65,0.287,black/official,Black Market,570.0528571428571,572.1166666666667
2024-10-17,Mogadishu,572.39,-0.375,black/official,Black Market,570.8828571428572,572.0366666666666
2024-10-18,Mogadishu,574.58,0.396,black/official,Black Market,571.9714285714286,572.162
2024-10-19,Mogadishu,576.02,0.328,black/official,Black Market,572.9471428571429,572.3603333333333
2024-10-20,Mogadishu,573.63,-0.486,black/official,Black Market,573.2900000000001,572.4150000000001
2024-10-21,Mogadishu,573.67,0.079,black/official,Black Market,573.6914285714286,572.497
2024-10-22,Mogadishu,573.27,-0.09,black/official,Black Market,573.8871428571429,572.403
2024-10-23,Mogadishu,576.33,0.506,black/official,Black Market,574.2700000000001,572.4046666666667
2024-10-24,Mogadishu,578.31,0.302,black/official,Black Market,575.1157142857143,572.5553333333334
2024-10-25,Mogadishu,579.38,0.03,black/official,Black Market,575.8014285714286,572.7563333333333
2024-10-26,Mogadishu,581.24,0.424,black/official,Black Market,576.5471428571428,572.8653333333333
2024-10-27,Mogadishu,585.54,0.793,black/official,Black Market,578.2485714285714,573.0726666666667
